,ID,board_t,env_t,light_strength,efficiency,efficiency_A,efficiency_B,efficiency_C,V_A,V_B,V_C,I_A,I_B,I_C,P_A,P_B,P_C,P_avg,wind_speed,wind_direction,y,predicted_V_A,predicted_V_B,predicted_V_C,predicted_I_A,predicted_I_B,predicted_I_C
393,875,2.93,-3.8,310,46.18,46.06,45.85,46.61,642,636,636,5.33,5.49,5.55,3421.86,3491.64,3529.8,3481.1,1,321,,679.3163838,676.3754374,676.0151145,6.088007562,6.11507866,6.23012896
652,1446,4.35,-8.2,276,48.54,48.2,48.37,49.04,698,696,696,4.91,4.9,5.07,3427.18,3410.4,3528.72,3455.43,3.1,256,,681.9243742,677.6373562,677.4387977,5.701482892,5.731003432,5.86467366
653,1448,4.06,-7.9,265,49.76,49.46,49.57,50.25,626,622,620,5.67,5.55,5.69,3549.42,3452.1,3527.8,3509.77,2.4,250,,680.4940521,677.5537845,677.700025,5.589046793,5.645772838,5.769945958
799,1781,5.52,-6.2,281,36.85,36.21,36.62,37.74,691,688,693,4.93,4.95,5.09,3406.63,3405.6,3527.37,3446.53,0.4,178,,677.1915214,675.3767847,674.9059245,4.501080915,4.451943228,4.567711853
808,1799,5.81,-5.2,269,37.16,36.92,36.68,37.87,636,635,631,5.56,5.6,5.59,3536.16,3556,3527.29,3539.82,0.8,242,,675.3364454,674.6724065,674.1914198,4.322909578,4.232825848,4.412864034
1136,2527,2.72,-6.5,375,41.78,41.53,41.29,42.53,667,662,663,5.17,5.2,5.32,3448.39,3442.4,3527.16,3472.65,1.5,280,,677.3710888,674.5180414,674.8772721,6.641315558,6.701976253,6.839162894
1144,2543,1.78,-6.4,377,42.33,41.94,42.13,42.93,713,714,711,4.79,4.81,4.96,3415.27,3434.34,3526.56,3458.72,1.1,275,,679.1855199,673.9168351,676.1194853,6.751183933,6.849201439,6.942445529
1154,2559,2.68,-5.5,345,43.26,42.92,43,43.87,696,696,694,4.91,4.98,5.08,3417.36,3466.08,3525.52,3469.65,4,306,,678.9342064,675.2889834,676.0826956,6.357573467,6.371157587,6.505707501
1217,2696,4.24,-7.7,315,45.78,45.42,45.59,46.32,616,615,611,5.73,5.78,5.77,3529.68,3554.7,3525.47,3536.62,2.2,279,,679.0284378,676.4100365,675.6419414,6.186410354,6.200764083,6.32318767
1339,2966,4.68,-1,232,49.87,49.18,49.69,50.73,705,702,705,4.85,4.92,5,3419.25,3453.84,3525,3466.03,1.7,274,,678.9336835,676.8902848,675.4301024,4.963922704,4.975724315,5.103842171
1340,2968,4.7,-0.9,221,50.55,50.16,50.25,51.24,640,637,635,5.51,5.45,5.55,3526.4,3471.65,3524.25,3507.43,0,22,,677.8869582,675.1799698,675.2214814,4.798249413,4.813720184,4.91254882
1354,3002,-4.56,-3.2,1,1035.79,550.65,811.61,1745.15,657,652,655,5.42,5.41,5.38,3560.94,3527.32,3523.9,3537.39,0,296,,681.496938,670.9026331,678.2042592,0.508743479,0.44765607,0.358409473
1376,3076,4.14,-4.6,325,44.79,44.47,44.57,45.34,631,626,628,5.3,4.21,5.61,3344.3,2635.46,3523.08,3167.61,3,274,,677.4612289,674.8116966,675.0385157,6.245514467,6.239247936,6.396298409
1456,3271,2.58,-2.7,155,28.18,28.18,28.01,28.36,644,637,638,6.05,6.29,5.52,3896.2,4006.73,3521.76,3808.23,2.4,279,,680.4067,677.8173322,679.8401267,1.851586085,1.890811484,1.895035131
1490,3356,-0.02,-0.3,74,30.04,31.22,30.08,28.83,634,633,632,5.55,5.51,5.57,3518.7,3487.83,3520.24,3508.92,2.5,274,,674.2457229,675.0193118,674.5019873,0.95448458,0.950129692,0.974918463
1507,3400,-6.83,-6.5,52,29.32,29.23,28.89,29.82,688,682,682,4.99,5.06,5.16,3433.12,3450.92,3519.12,3467.72,2.4,37,,683.9107252,681.4919324,679.8028623,0.611286155,0.632167889,0.63840232
1552,3518,-6.97,-6.7,65,21.75,21.54,21.1,22.62,676,677,678,5.06,4.42,5.19,3420.56,2992.34,3518.82,3310.57,2,327,,675.7104945,676.1695643,677.5188776,0.579204548,0.587949747,0.586570078
1799,4049,3.83,-7.9,137,50.85,46.86,51.18,54.52,686,681,679,6.19,5.83,5.18,4246.34,3970.23,3517.22,3911.26,0.5,252,,679.7073236,677.5708319,678.288882,3.036003463,2.880684103,2.935216238
1919,4320,-7.48,-9.4,86,16.19,15.74,15.7,17.12,683,682,680,5.08,5.01,5.17,3469.64,3416.82,3515.6,3467.35,0.6,354,,678.9968001,679.197394,677.9318406,0.562497463,0.561976432,0.600680447
1931,4368,-6.56,-7.9,157,9.11,8.75,8.96,9.63,606,604,603,5.75,5.63,5.83,3484.5,3400.52,3515.49,3466.84,0.2,334,,681.5385439,678.7516278,680.9027893,0.583664966,0.603989317,0.585570348
1932,4370,-6.27,-7.5,175,9.49,9.22,9.69,9.55,665,662,662,5.12,5.26,5.31,3404.8,3482.12,3515.22,3467.38,0.1,245,,683.669488,683.0591607,680.3211066,0.67488572,0.691736261,0.699952425
1946,4393,-7.77,-8.8,133,8.68,8.55,8.49,9,622,622,623,5.75,5.69,5.64,3576.5,3539.18,3513.72,3543.13,1.7,332,,676.1696643,674.9656007,672.0526879,0.474346612,0.473355729,0.495612376
1957,4408,-7.79,-8.7,132,9.42,9.35,9.44,9.46,624,623,623,5.49,5.5,5.64,3425.76,3426.5,3513.72,3455.33,1.8,350,,675.7495342,677.9916146,673.4101022,0.515620074,0.500487912,0.542806894
1958,4409,-7.85,-8.6,126,9.68,9.61,9.65,9.77,671,672,668,5.09,5.07,5.26,3415.39,3407.04,3513.68,3445.37,1,347,,681.5781078,677.9100022,676.6976011,0.496110569,0.493221702,0.504955923
2007,4517,5.2,-9.1,433,33.64,33.36,33.28,34.29,657,652,653,5.29,5.44,5.38,3475.53,3546.88,3513.14,3511.85,2.2,279,,676.1055042,673.0973624,674.9280652,6.276386397,6.282841924,6.448448826
2046,4601,4.87,-4.5,193,38.08,36.98,38.91,38.35,616,613,612,5.78,5.77,5.74,3560.48,3537.01,3512.88,3536.79,1.6,167,,681.8974986,680.1220126,677.4747717,3.165011755,3.100281815,3.270437899
2186,4944,5.79,-4.6,365,40.07,40.13,39.84,40.26,704,700,702,4.79,4.87,5,3372.16,3409,3510,3430.39,3.4,277,,678.8846175,675.0274123,675.8758657,6.322260311,6.370353211,6.439715394
2284,5167,0.14,-11,498,35.91,35.86,35.71,36.15,678,674,675,5,5.03,5.2,3390,3390.22,3510,3430.07,1.6,37,,677.8965701,675.3059373,675.2938,7.519599626,7.602039683,7.71778381
2285,5168,0.33,-10.9,502,35.59,35.41,35.15,36.22,668,667,671,5.39,5.48,5.23,3600.52,3655.16,3509.33,3588.34,1,245,,677.9576884,675.5003191,674.5234703,7.549276084,7.594578408,7.704902068
2295,5193,0.45,-9.6,488,35.75,35.64,35.53,36.09,674,671,671,5.05,5.2,5.23,3403.7,3489.2,3509.33,3467.41,1.1,305,,677.518636,674.8216367,675.1007692,7.367505013,7.416460185,7.555653288
2367,5377,3.62,-6.7,514,33.7,33.38,33.46,34.26,648,648,645,5.44,5.35,5.44,3525.12,3466.8,3508.8,3500.24,4.2,259,,679.5477833,676.7809682,675.3924973,7.377815718,7.420237944,7.533352252
2370,5383,3.54,-5.9,521,34.22,33.92,34.19,34.55,669,666,667,5.54,5.35,5.26,3706.26,3563.1,3508.42,3592.59,3.8,275,,682.5167823,676.6620979,677.7455201,7.593645091,7.625401113,7.76799072
2373,5386,3.85,-5.7,535,33.44,33.56,32.93,33.83,615,611,609,5.86,5.86,5.76,3603.9,3580.46,3507.84,3564.07,3.3,236,,677.3116495,675.0756099,675.1811772,7.629483382,7.729526809,7.82184526
2390,5437,5.57,-2.4,411,33.83,33.41,33.88,34.21,673,670,672,5.09,5.12,5.22,3425.57,3430.4,3507.84,3454.6,2.9,249,,679.7469776,676.8821718,675.3612741,6.016369548,5.957393228,6.124630798
2687,6067,4.53,-2.5,396,34.01,33.93,33.63,34.48,631,627,624,5.33,5.43,5.62,3363.23,3404.61,3506.88,3424.91,4.5,283,,677.2994311,676.8712622,675.176484,5.762823362,5.816166873,5.919772831
2739,6198,6.6,-5,412,30.1,28.63,29.06,32.61,631,629,626,5.76,5.63,5.6,3634.56,3541.27,3505.6,3560.48,5.8,279,,681.7838076,677.1420458,677.8225118,5.333332667,5.267186542,5.311069586
2787,6298,5.68,-0.8,299,33.84,34.39,34.42,32.72,685,684,682,5.01,5.02,5.14,3431.85,3433.68,3505.48,3457,4,231,,680.9056328,678.119177,678.3778021,4.374590362,4.370281366,4.556308762
2866,6440,1.14,-5.6,567,31.64,31.93,30.47,32.53,698,696,691,4.84,4.91,5.07,3378.32,3417.36,3503.37,3433.02,2.7,287,,680.1743268,676.3541456,675.0775336,7.422896348,7.731189996,7.752252013
2868,6445,1.45,-5,586,31.48,31.34,31.31,31.8,665,672,666,2.65,3.33,5.26,1762.25,2237.76,3503.16,2501.06,2.8,313,,679.7939082,675.4413479,673.7356461,7.831915166,7.866684536,7.97113033
2871,6458,2.14,-4.7,602,30.61,30.24,30.58,31,714,708,712,4.76,4.76,4.92,3398.64,3370.08,3503.04,3423.92,1.4,283,,675.5409303,672.5379796,672.3477358,7.888641656,7.827231853,8.04313905
2875,6466,3.14,-4.5,491,31.18,28.16,33.47,31.91,628,627,630,5.43,5.45,5.56,3410.04,3417.15,3502.8,3443.33,2.2,282,,678.813953,674.1048382,674.4088584,6.887476731,6.318548247,6.465386168
2938,6597,2.64,-5.9,516,31.79,31.37,31.72,32.27,642,640,638,5.38,5.39,5.49,3453.96,3449.6,3502.62,3468.73,1.9,279,,678.9645398,675.8051508,675.0255695,6.98528122,7.002072278,7.147300262
2999,6718,-6.83,-4.7,12,93.69,96.5,92.62,91.94,694,689,692,4.84,4.83,5.06,3358.96,3327.87,3501.52,3396.12,0,262,,680.6400904,678.0549864,676.3685984,0.462191586,0.48066295,0.481329327
3029,6778,5.35,-7.2,451,31.77,31.45,31.45,32.42,689,687,689,4.87,4.88,5.08,3355.43,3352.56,3500.12,3402.7,2.8,276,,681.2208786,677.3541866,677.0501124,6.143925203,6.149719648,6.266314594
3030,6779,5.53,-7.1,455,31.58,31.4,31.46,31.87,713,710,707,4.74,4.71,4.95,3379.62,3344.1,3499.65,3407.79,4,284,,681.0476842,676.388211,676.9057251,6.179180754,6.209154017,6.320258359
3075,6870,6.95,-1,264,31.67,33.29,32.76,28.98,678,674,673,5.03,5.18,5.2,3410.34,3491.32,3499.6,3467.09,5.6,276,,679.5014497,677.1668782,675.8753445,3.762594791,3.677547996,3.913859237
3090,6915,-1.31,-0.9,55,47.81,48.22,47.71,47.49,668,666,669,5.09,5.13,5.23,3400.12,3416.58,3498.87,3438.52,7.1,281,,680.1316627,680.4492259,677.4721009,1.088004475,1.102896329,1.165693995
3251,7270,3.91,-4.5,482,27.25,26.73,27.68,27.33,639,639,636,5.45,5.42,5.5,3482.55,3463.38,3498,3481.31,1.1,25,,677.225372,676.8187869,675.8417381,5.642177162,5.587960706,5.757236401
3256,7280,2.41,-4.7,247,27.44,24.51,26.87,30.93,611,603,605,5.91,6.74,5.78,3611.01,4064.22,3496.9,3724.04,1,78,,685.0153203,683.0564368,683.1732787,2.823344392,2.768397635,2.872425427
3275,7321,-6.48,-5.7,31,47.98,47.42,45.22,51.3,626,623,622,5.71,5.64,5.62,3574.46,3513.72,3495.64,3527.94,0,87,,682.8294731,679.0500994,679.2545525,0.617103148,0.606730532,0.629490672
3362,7496,5.56,-3.4,344,31.29,31.32,31.07,31.47,690,685,684,4.93,4.91,5.11,3401.7,3363.35,3495.24,3420.1,4.1,268,,679.4204298,675.7502395,677.5267207,4.636038292,4.543548809,4.758679297
3363,7497,5.49,-3.5,340,31.27,31.01,31.06,31.74,680,680,680,5.01,5.06,5.14,3406.8,3440.8,3495.2,3447.6,2.5,270,,681.2924595,677.293741,678.4195476,4.56894108,4.535641986,4.691623853
3388,7562,-6.68,-7.4,77,22.59,22.86,22.61,22.3,636,635,632,5.51,5.55,5.53,3504.36,3524.25,3494.96,3507.86,3.4,186,,683.8752043,681.3475607,679.3273568,0.696545072,0.709281541,0.749197884
3466,7729,-1.81,-2.4,63,41.08,41.41,40.72,41.1,632,632,632,5.38,5.39,5.53,3400.16,3406.48,3494.96,3433.87,0,86,,682.8236705,679.9264243,679.2229139,1.066252364,1.098472064,1.122855084
3535,7863,5.22,-1.9,441,25.2,25.04,24.91,25.66,683,685,681,4.91,5.36,5.13,3353.53,3671.6,3493.53,3506.22,6.2,111,,679.1125151,676.5027742,675.9465185,4.786946049,4.715194005,4.89882869
3638,8117,4.05,-2,217,29.96,29.99,29.78,30.11,695,694,694,4.52,4.61,5.03,3141.4,3199.34,3490.82,3277.19,1.3,160,,680.4078637,678.2545286,677.2479293,2.765338758,2.794895666,2.830049043
3734,8299,-8.04,-7.5,60,20.49,20.99,18.95,21.52,661,658,662,5.09,5.05,5.27,3364.49,3322.9,3488.74,3392.04,0.6,321,,690.2312535,677.932465,680.1620175,0.491544016,0.514006042,0.538080544
3803,8434,3.7,-1.9,501,29.02,29.08,28.49,29.5,712,709,709,4.77,4.83,4.92,3396.24,3424.47,3488.28,3436.33,2.4,292,,679.1077161,676.0492825,675.667051,6.164391673,6.249319015,6.328106647
3854,8536,4.53,-5.7,337,35.16,44.2,33.15,28.13,667,664,664,5.17,5.26,5.25,3448.39,3492.64,3486,3475.68,2.2,124,,679.1634358,677.202704,677.7470613,4.669033767,5.197673139,6.230822814
3930,8694,0.24,-0.8,79,40.09,40.25,39.89,40.13,697,695,694,4.87,4.92,5.02,3394.39,3419.4,3483.88,3432.56,2.5,287,,679.3836123,678.0103628,676.5250211,1.322494346,1.347632812,1.372872622
4147,9145,4.04,-8.3,580,28.4,28.17,28.33,28.69,698,695,695,4.91,4.94,5.01,3427.18,3433.3,3481.95,3447.48,3.3,285,,679.3763279,676.0931405,675.389147,7.005367257,7.044395839,7.217154483
4148,9146,3.87,-8.5,587,28.21,27.93,28.12,28.59,629,628,625,5.65,5.66,5.57,3553.85,3554.48,3481.25,3529.86,2.5,285,,677.4241837,675.2349778,674.600096,7.0687216,7.120326459,7.280248153
4205,9263,5.72,-4.4,318,29.71,29.35,27.2,32.58,704,702,699,4.78,4.79,4.98,3365.12,3362.58,3481.02,3402.91,2.1,248,,678.7990889,677.8584862,675.1848755,4.105649627,4.064587113,4.138707893
4222,9295,-7.31,-6.1,33,42.16,41.01,42.95,42.53,711,725,739,3.77,0.75,4.71,2680.47,543.75,3480.69,2234.97,4.6,276,,681.8021352,678.4806361,674.2801731,0.581074559,0.550425482,0.608672738
4342,9521,-10.75,-11.3,55,23.42,22.67,23.69,23.89,672,669,668,5.17,5.14,5.21,3474.24,3438.66,3480.28,3464.39,0,100,,681.2027434,679.1685411,676.5956868,0.514264261,0.524417367,0.534413242
4343,9528,-10.18,-11.1,55,24.48,23.95,24.69,24.81,683,678,681,5.08,5.09,5.11,3469.64,3451.02,3479.91,3466.86,0,73,,683.0832905,679.3290663,678.4268702,0.552075676,0.542430258,0.569350277
4402,9660,4.24,-6.9,206,28.99,31.91,27.88,27.2,704,700,700,4.16,5.18,4.97,2928.64,3626,3479,3344.55,2.6,107,,678.7051569,676.1458327,675.6044621,2.492229894,2.664403155,2.627354531
4406,9669,5.37,-6.8,558,23.51,23.05,23.65,23.85,642,635,638,5.39,5.42,5.45,3460.38,3441.7,3477.1,3459.73,2.2,111,,681.8253131,678.8482997,676.5245031,5.604716905,5.625112892,5.6258183
4549,10006,6.95,-4.8,429,23.35,21.88,25.01,23.16,634,631,631,5.41,5.32,5.51,3429.94,3356.92,3476.81,3421.22,4.2,115,,675.3184906,674.8339788,673.9681838,4.607353116,4.120923957,4.478038666
4594,10099,-2.89,-4.4,119,22.84,22.21,23.88,22.44,669,664,666,5.3,5.26,5.22,3545.7,3492.64,3476.52,3504.95,3.8,100,,683.0389493,680.5106974,678.7626415,1.17373775,1.11274671,1.185113205
4631,10170,3.12,-9,474,26.34,26.02,26.29,26.7,713,710,708,4.67,4.71,4.91,3329.71,3344.1,3476.28,3383.36,0,36,,681.3161683,677.5758522,676.8355989,5.312983066,5.331836361,5.413783809
4678,10271,4.06,-3.7,420,33.62,34.75,32.46,33.67,708,707,705,4.69,4.75,4.93,3320.52,3358.25,3475.65,3384.81,0,351,,678.1214181,676.6360997,675.5654615,5.909162209,6.200046652,6.208217783
4679,10272,5.16,-3.5,444,27.85,27.84,30.74,24.98,684,678,684,5.06,5.05,5.08,3461.04,3423.9,3474.72,3453.22,0.2,4,,677.9532205,673.0851677,675.154124,5.335142498,5.2413225,5.35736614
4681,10276,5.49,-4.4,318,31.35,33.01,33.45,27.6,709,710,706,4.89,4.87,4.92,3467.01,3457.7,3473.52,3466.08,0,93,,676.6520339,674.3650926,674.5423892,4.406812826,4.37743396,4.677261575
4723,10375,6.32,-5.6,471,26.06,25.8,25.99,26.39,666,664,664,5.2,5.29,5.23,3463.2,3512.56,3472.72,3482.83,1.3,269,,679.42252,677.0170172,676.1404719,5.292467354,5.30210601,5.403630531
4818,10572,3.99,0,249,22.44,22.03,22.15,23.12,630,626,624,5.61,5.56,5.56,3534.3,3480.56,3469.44,3494.77,2.1,260,,678.7443078,678.8062904,675.7770364,2.388740559,2.358367137,2.477173599
4820,10579,4.41,0.3,232,22.8,22.61,22.84,22.94,685,683,684,4.93,4.91,5.07,3377.05,3353.53,3467.88,3399.49,1.5,276,,677.1839241,676.0735935,675.8461305,2.294112884,2.273713107,2.267646044
4823,10586,7.01,0.8,354,25.93,25.73,28.01,24.06,701,696,699,4.93,4.91,4.96,3455.93,3417.36,3467.04,3446.78,1.8,266,,678.6572594,676.7404526,675.1770773,4.033963516,3.862686075,4.039791869
4922,10760,2.08,0.1,240,22.7,21.45,22.56,24.1,680,679,682,4.49,4.58,5.08,3053.2,3109.82,3464.56,3209.19,3.2,32,,683.614177,682.5209595,680.7100567,2.268295185,2.236115816,2.447506081
4930,10772,3.93,1.3,251,21.86,23.34,21.15,21.09,668,667,666,5.17,5.07,5.2,3453.56,3381.69,3463.2,3432.82,2.6,43,,676.4815062,674.0876537,674.5265822,2.309777515,2.474909264,2.343133242
4931,10773,3.37,1,232,19.59,18.18,19.38,21.2,682,683,680,4.93,4.96,5.09,3362.26,3387.68,3461.2,3403.71,3,1,,674.9464782,674.616258,674.9904171,1.945664037,1.904819335,1.954000188
5037,10959,0.14,-0.3,119,19.64,21.58,17.7,19.65,638,637,635,5.44,5.4,5.45,3470.72,3439.8,3460.75,3457.09,1.3,52,,676.2801255,675.3604444,678.4730243,0.946847421,1.063653625,1.00399503
5083,11041,5.24,3,285,24.37,23.55,24.86,24.7,713,713,712,4.68,4.7,4.86,3336.84,3351.1,3460.32,3382.75,2.7,47,,677.8916376,677.3185781,675.6876117,3.036211261,2.960709865,3.038393165
5147,11160,4.22,-4,531,26.21,25.9,26.12,26.61,692,689,689,4.79,4.85,5.02,3314.68,3341.65,3458.78,3371.7,2.5,90,,679.4112787,675.6626903,677.0602961,5.975962503,5.968383658,6.066120202
5150,11163,3.85,-3.8,545,26.3,26.37,25.84,26.69,677,677,678,5.38,5.37,5.1,3642.26,3635.49,3457.8,3578.52,3.7,73,,675.9599963,674.4739442,674.7139478,6.111051063,6.212626835,6.292133901
5541,11981,5.12,-0.9,361,25.02,24.76,25.41,24.88,689,685,678,4.84,5.11,5.1,3334.76,3500.35,3457.8,3430.97,2.4,93,,681.7247593,676.9043343,677.5549464,3.878570212,3.835073866,3.959075337
5735,12404,6.89,1,368,24.61,24.14,23.97,25.72,640,639,639,5.42,5.41,5.41,3468.8,3456.99,3456.99,3460.93,3.2,255,,677.5973408,674.7577338,675.1969129,3.923743314,3.959387554,3.925188755
5834,12598,4.62,0.5,218,23.3,23.94,23.3,22.66,596,594,595,7.4,7.46,5.81,4410.4,4431.24,3456.95,4099.53,1.6,282,,680.6928839,678.8435649,677.176312,2.194055385,2.236929328,2.305732357
7057,15102,4.2,2.1,213,26.08,24.87,24.32,29.05,681,680,679,4.9,4.87,5.09,3336.9,3311.6,3456.11,3368.2,3.6,277,,679.1214563,678.7658306,676.8911741,2.327349043,2.415167758,2.371152147
7174,15312,5.22,1.8,425,20.12,19.82,19.92,20.61,645,646,646,5.16,5.2,5.35,3328.2,3359.2,3456.1,3381.17,1.2,71,,678.3289795,678.4817153,675.0766265,3.680958571,3.627887554,3.778079662
7563,16146,5.24,2.5,288,17.69,18,18.24,16.83,605,600,600,5.81,5.66,5.76,3515.05,3396,3456,3455.68,2.2,289,,676.9782251,676.4334986,674.3980632,2.291109881,2.222427261,2.257809972
57,130,5.74,-3.6,275,47.78,47.4,47.68,48.28,655,648,653,5.34,4.63,5.29,3497.7,3000.24,3454.37,3317.44,5.4,278,,678.2079474,676.1436524,675.7389157,5.668915173,5.671446371,5.791275053
127,292,3.37,-0.9,168,23.25,23.12,23.23,23.4,662,667,663,5.56,3.92,5.21,3680.72,2614.64,3454.23,3249.86,3.1,277,,676.9737859,675.9539155,675.2533297,1.675918163,1.670378115,1.721143098
134,308,6.43,0.3,434,34.69,32.29,37.1,34.68,625,621,620,5.59,5.53,5.57,3493.75,3434.13,3453.4,3460.43,3.1,271,,677.8302891,670.8359863,677.4645136,6.737839153,6.304767906,6.454124395
153,349,7.18,0.9,103,76.7,76.88,76.21,76.99,658,655,654,5.26,5.29,5.28,3461.08,3464.95,3453.12,3459.72,2.7,279,,678.7964433,677.3043812,675.4462296,3.48295219,3.417243704,3.46964393
160,362,2.99,0.1,13,341.66,336.86,327.42,360.69,705,704,703,4.87,4.73,4.91,3433.35,3329.92,3451.73,3405,2.2,267,,678.0356468,678.1402072,676.1837865,1.82452183,1.894932004,1.965483223
178,421,4.43,-4.5,216,54.28,53.65,53.65,55.55,671,668,665,5.06,5.03,5.19,3395.26,3360.04,3451.35,3402.22,0.9,264,,677.2030199,675.2312615,675.3527008,5.02250926,5.040215017,5.174947877
236,544,5.29,1.5,15,440.63,437.49,440.98,443.42,697,695,693,4.78,4.82,4.98,3331.66,3349.9,3451.14,3377.57,1.8,285,,682.2356781,678.8545632,678.8111851,2.851359902,2.842461024,2.903955736
239,552,2.04,0.5,5,815.42,785.26,807.3,853.7,715,714,713,4.64,4.63,4.84,3317.6,3305.82,3450.92,3358.11,0.9,276,,675.3792486,674.5208964,674.6508388,1.739264554,1.720336672,1.774642023
337,762,-17.27,-14.7,17,42.38,41.07,44.4,41.66,671,665,666,5.03,5.06,5.18,3375.13,3364.9,3449.88,3396.64,0,325,,677.6862605,674.8526803,672.4718763,0.281727227,0.284367166,0.288458818
363,820,2.31,-5.1,333,45.83,45.51,45.51,46.49,604,604,601,5.74,5.58,5.74,3466.96,3370.32,3449.74,3429.01,1.4,332,,679.5246388,674.1871379,676.3071357,6.475279801,6.515315143,6.661634448
364,821,2.33,-5,339,45.02,44.15,44.84,46.08,665,663,662,5.19,5.18,5.21,3451.35,3434.34,3449.02,3444.9,1.8,320,,679.8492737,674.9160379,675.9489247,6.487743448,6.472167107,6.595854069
365,822,2.66,-5.4,342,44.96,44.39,44.74,45.76,652,650,647,5.18,5.28,5.33,3377.36,3432,3448.51,3419.29,2.3,31,,679.6295528,674.5923699,674.9693718,6.562095625,6.537456949,6.669090362
368,826,2.93,-4.8,346,44.56,44.24,44.38,45.05,709,708,708,4.65,4.75,4.87,3296.85,3363,3447.96,3369.27,1.9,318,,677.7188005,674.1923969,674.8134724,6.562668123,6.591738238,6.755618173
369,831,2.62,-4.6,360,43.84,43.47,43.41,44.63,679,675,677,4.92,5,5.09,3340.68,3375,3445.93,3387.2,2.3,297,,676.9662051,673.1479571,674.7294471,6.704863205,6.793484699,6.905251084
380,854,2.43,-4.2,367,43.73,43.31,43.43,44.45,730,733,749,2.36,0.47,4.6,1722.8,344.51,3445.4,1837.57,2.9,337,,677.853938,674.5479915,674.1579403,6.841499283,6.885726628,6.990655145
382,857,3.12,-4.2,362,43.74,43.22,43.48,44.51,708,705,706,4.64,4.68,4.88,3285.12,3299.4,3445.28,3343.27,1.5,289,,678.0318432,674.0310384,675.1977257,6.741883818,6.811859752,6.914703861
384,859,2.66,-4.5,360,43.98,43.86,43.53,44.56,656,653,652,5.63,5.6,5.28,3693.28,3656.8,3442.56,3597.55,1.5,266,,676.8961727,673.1457363,675.0984996,6.725916539,6.77470531,6.928568063
386,862,2.12,-4.5,349,44.63,44.18,44.52,45.19,613,608,609,5.94,5.6,5.65,3641.22,3404.8,3440.85,3495.62,2.2,312,,678.138539,674.9956127,674.6640078,6.612699554,6.663294127,6.796506929
388,866,2.37,-4.5,337,44.87,44.68,44.82,45.1,687,682,684,4.87,4.8,5.03,3345.69,3273.6,3440.52,3353.27,2.4,328,,677.9719108,674.233184,676.4633426,6.414475297,6.477350737,6.604549898
390,872,2.58,-4.2,319,45.61,45.19,45.35,46.29,656,655,654,5.11,5.15,5.26,3352.16,3373.25,3440.04,3388.48,2,279,,679.6253956,676.5231565,675.3386801,6.185524502,6.198935138,6.332928209
621,1380,3.2,-11.5,332,46.09,45.92,45.86,46.49,704,702,702,4.73,4.74,4.9,3329.92,3327.48,3439.8,3365.73,0.2,286,,677.6247801,673.7378492,675.7365734,6.513641707,6.580904312,6.718662509
701,1575,2.95,-10.7,296,46.65,45.49,45.74,48.73,695,692,692,4.78,4.85,4.97,3322.1,3356.2,3439.24,3372.51,1.4,86,,679.2295798,676.7384618,676.1037585,5.913900422,5.864483445,5.940240516
702,1577,2.76,-10.7,306,43.05,42.66,41.38,45.11,660,656,655,5.75,4.24,5.25,3795,2781.44,3438.75,3338.4,1.6,89,,679.3487755,677.0300977,676.4928365,5.474421761,5.703171419,5.595639724
705,1580,4.52,-9.7,319,44.72,44.74,44.56,44.85,627,626,626,5.57,5.49,5.49,3492.39,3436.74,3436.74,3455.29,0.6,146,,676.0637457,673.1518063,674.8799897,6.125715702,6.138967953,6.325996109
804,1789,6.33,-5.7,283,37.1,36.85,36.74,37.72,627,626,626,5.57,5.49,5.49,3492.39,3436.74,3436.74,3455.29,1.3,164,,678.1220285,676.366746,675.3267129,4.540071721,4.568619638,4.651113054
806,1792,5.45,-5.8,292,36.38,36.14,35.67,37.32,667,664,662,5.07,5.11,5.19,3381.69,3393.04,3435.78,3403.5,1.2,249,,677.5640406,675.6287768,675.1491398,4.560006375,4.583572978,4.688092577
1135,2526,2.66,-6.5,368,42.27,41.82,42.21,42.78,610,609,607,5.86,5.64,5.66,3574.6,3434.76,3435.62,3481.66,1.2,316,,678.2096738,674.9982792,674.8197613,6.623303626,6.659547993,6.794259943
1137,2530,2.83,-6.5,368,42.29,42.24,41.87,42.75,639,635,635,5.44,5.36,5.41,3476.16,3403.6,3435.35,3438.37,2.1,304,,677.3431388,673.8735647,674.4929694,6.625534986,6.684888346,6.831745947
1152,2554,2.55,-5.9,359,42.61,42.43,42.18,43.22,689,687,687,4.9,4.94,5,3376.1,3393.78,3435,3401.63,1.8,325,,677.2507144,674.3511676,675.6578944,6.49215844,6.543582135,6.697674834
1216,2695,3.6,-8.1,314,45.51,45.08,44.96,46.5,681,682,680,4.97,5,5.05,3384.57,3410,3434,3409.52,3.2,278,,678.970369,675.8611498,675.5493269,6.105833227,6.183959623,6.228013909
1221,2703,4.22,-6.3,350,43.5,43.14,42.96,44.4,618,615,612,5.62,5.69,5.61,3473.16,3499.35,3433.32,3468.61,2.6,284,,675.7023613,673.7338657,673.3805328,6.541552366,6.545517492,6.68374815
